slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
ayaan,Ayaan,أيان,أیان,Female,Female,Female,Female,Ayaan is a girl name in Islam. Ayaan — Gift of God — top Pakistani boys. This name carries deep roots in Islami.,Persian,4,Alif · Ya · Alif · Nun,Ayaan — Gift of God — top Pakistani boys,,"In Ayaan, the Alif of origin and the Ya of yearning open the path, the Alif returns once more, and the Nun of knowledge closes the name like an inkwell. The letters trace a soul whose longing is gathered back into a knowing stillness.",0,1,0,0,0,1335,0,1,,1,1,1,0,1,1,1,2,2
ayah,Ayah,آية,آیہ,Female,Female,Female,Female,Ayah is a girl name in Islam. Divine verse — h-ending spelling. Maximum coverage for all a.,Arabic,3,Alif · Ya · Ta,Divine verse — h-ending spelling. Maximum coverage for all,"ء-ي-ي — From the Arabic root meaning sign, mark, or verse. It names a Quranic verse and any God-given sign in the world.","In Ayah, the Alif of origin opens the name, the Ya of yearning reaches forward, and the final ة of completion brings the sign to its fullness. The three letters together describe one whose very being is a verse, begun in source and sealed in beauty.",0,0,0,0,1,1310,0,4,,1,1,1,1,0,0,1,0,0
ayan,Ayan,أيان,ایان,Male,Male,Male,Male,"Ayan is a boy name in Islam. Gift of God, God's grace — the #1 most searched Muslim name in 2026.",Arabic,4,Alif · Ya · Alif · Nun,"Gift of God, God's grace — the #1 most searched Muslim name in 2026","From the root ʿ-y-n meaning the eye, the spring, the very essence — that which is seen and that which sees. The form ʿayān names the visible, manifest one.","Ayan's Alif of origin opens the path, the Ya of yearning reaches outward, the Alif returns him to source, and the Nun of knowledge gathers him into an inward inkwell. The four letters together name a soul whose longing flows into quiet knowing.",0,0,0,0,1,963,4,0,,1,1,1,1,0,1,1,0,0
ayana,Ayana,أيانة,ایانہ,Female,Female,Female,Female,Ayana is a girl name in Islam. Eternal blossom — the one who blossoms and flourishes forever.,Arabic,5,Alif · Ya · Alif · Nun · Ta,Eternal blossom — the one who blossoms and flourishes forever,,"In Ayana, the Alif of origin and the Ya of yearning open onto the Nun of knowledge, with the final ة of completion sealing the name. The letters describe a soul whose reaching is gathered into knowing and brought to fullness.",0,1,0,0,1,836,0,0,,1,1,1,1,0,1,1,0,0
ayat,Ayat,آيات,آیات,Female,Female,Female,Female,Ayat is a girl name in Islam. Signs of Allah — directly Quranic.,Arabic,4,Alif · Ya · Alif · Ta,Signs of Allah — directly Quranic,"ء-ي-ي — Plural of aya; from the root meaning sign or verse, naming the multiple signs of God in creation and revelation.","Ayat's Alif of origin and Ya of yearning are followed by Alif again and the Ta of witness, naming many signs gathered into one bearing. The four letters together describe a soul who is herself a witness to plural signs.",0,0,0,0,0,1296,0,3,,1,1,1,1,0,0,0,1,1
aydin,Aydin,أيدن,ایدن,Male,Male,Male,Male,"Aydin is a boy name in Islam. Enlightened, bright — the one of luminous intelligence and clear vision.",Turkish,4,Alif · Ya · Dal · Nun,"Enlightened, bright — the one of luminous intelligence and clear vision",,"In Aydin, the Alif of origin and the Ya of yearning are met by the Dal of door and the Nun of knowledge. The four letters together describe a soul who reaches outward, then opens a doorway through which knowing enters.",0,1,0,0,0,879,0,0,,1,1,1,1,0,1,1,1,1
ayesha,Ayesha,عَائِشَة,عائشۃ,Female,Female,Female,Female,"Ayesha is a girl name in Islam. Aisha — UK/South Asian -esha spelling, massive search volume.",Arabic,5,Ain · Alif · Ya · Sheen · Ta,"Living, lively — South Asian and Persian spelling of Aisha.","ع-ي-ش — Same root as Aisha — ʿ-y-sh, to live.",The same letters and reading as Aisha — life made visible through perception,0,0,0,1,0,969,0,0,,1,1,1,1,0,0,0,1,1
ayla,Ayla,آيلا,آیلا,Female,Female,Female,Female,"Ayla is a girl name in Islam. Moonlight, halo of the moon — globally beloved Turkish name of luminous grace.",Turkish,4,Alif · Ya · Lam · Alif,"Moonlight, halo of the moon — globally beloved Turkish name of luminous grace",,"Ayla's Alif of origin and Ya of yearning open the path, the Lam of joining binds her to the light she seeks, and the closing Alif returns her to source. The name reads as a quiet circle of longing and belonging.",0,1,0,0,0,945,0,4,,1,1,1,1,0,1,1,1,1
ayman,Ayman,أيمن,ایمن,Male,Male,Male,Male,"Ayman is a boy name in Islam. Blessed, right-handed — top Arab boys name.",Arabic,4,Alif · Ya · Meem · Nun,"Blessed, right-handed — top Arab boys name","ي-م-ن — From y-m-n, to be on the right, blessed, fortunate — the same root as yamīn (right side, oath) and yumn (blessing). Aymān is the elative ('most blessed').","Alif anchors at the origin, Ya yearns toward what is good, Meem holds it in love, Nun seals it in the inkwell of knowledge. Origin, yearning, love, inkwell — to be blessed is to be a soul whose longing has been written in love into the book of the right hand.",0,0,0,1,0,1338,3,0,,1,1,1,1,0,0,0,1,1
aynur,Aynur,عين نور,عین نور,Female,Female,Female,Female,Aynur is a girl name in Islam. Light of the eye — Azerbaijani/Turkish girls name.,Arabic,6,Ain · Ya · Nun · Nun · Waw · Ra,Light of the eye — Azerbaijani-Turkish girls' name,"ع-ي-ن — Compound: ʿayn (eye, source, spring, from ʿ-y-n) + nūr (light, from n-w-r). Together: 'light of the eye'.","In Aynur, the Ain of perceiving sees inwardly, the Ya of yearning reaches outward, the Nun of knowledge gathers, the Waw of connection binds, and the Ra of mercy moves. The letters together name a seeing eye whose light flows outward as compassion.",0,0,0,0,0,1318,0,1,,1,1,1,1,0,0,0,1,1
ayra,Ayra,عيرا,ایرا,Female,Female,Female,Female,Ayra is a girl name in Islam. Respectable — Pakistani trending girls name.,Arabic,4,Ain · Ya · Ra · Alif,"Respected, dignified — Pakistani trending girls' name","From the root ʿ-y-r in its older sense of 'standard, measure, the one held up as the model'. Modern Pakistani Muslim usage glosses Ayra as 'respected, dignified, of standing'.","In Ayra, the Ain of perceiving sees inwardly, the Ya of yearning reaches outward, and the Ra of mercy carries the soul in motion. The closing Alif returns her once more to her source, naming a seeing love that moves and returns.",0,0,0,0,1,1247,0,4,,1,1,1,1,0,1,1,0,0
ayse,Ayse,عَائِشَة,عائشہ,Female,Female,Female,Female,Ayse is a girl name in Islam. Aisha — top 3 all-time Turkish female name.,Arabic,5,Ain · Alif · Ya · Sheen · Ta,Aisha — top 3 all-time Turkish female name,"ع-ي-ش — Turkish form of ʿĀʾisha, from ʿ-y-sh, to live — the same root as ʿaysh (life, living). ʿĀʾisha means 'living, full of life'.","Ain perceives life clearly, Ya yearns toward more of it, Sheen radiates the light of being alive. Perception, yearning, radiance — to be ʿĀʾisha is to see life, long for it, and shine with it.",0,0,0,1,0,809,0,0,,1,1,1,1,0,0,0,1,1
aysha,Aysha,عَائِشَة,عائشہ,Female,Female,Female,Female,,Arabic,5,Ain · Alif · Ya · Sheen · Ta,"Living, happy — a simplified spelling used worldwide","ع-ي-ش — From ʿ-y-sh, to live — the same root as ʿaysh (life). ʿĀʾisha is the active participle: 'she who lives, full of life'.","Ain perceives the gift of life, Ya yearns to live it fully, Sheen radiates the joy of being alive, final long Alif returns to the One who gave it. Perception, yearning, radiance, origin — life seen, longed for, lit up, and given back to its Source.",0,0,0,1,0,845,0,0,,1,1,1,1,0,0,0,1,1
ayshah,Ayshah,عَائِشَة,عائشہ,Female,Female,Female,Female,"Ayshah is a girl name in Islam. Living — scholarly -ah ending of Aisha, capturing academic Muslim audience.",Arabic,5,Ain · Alif · Ya · Sheen · Ta,Variant of Aisha.,"ع-ي-ش — From ʿ-y-sh, to live — ʿĀʾisha, 'living, full of life'.","Ain of perceiving life, Ya of yearning, Sheen of radiance, final Ta-marbuta of completion. Perception, yearning, radiance, completion — a life seen, longed for, lit, and brought to wholeness.",0,0,0,1,0,745,0,0,,1,1,1,1,0,1,1,1,1
aysun,Aysun,آيسون,آیسون,Female,Female,Female,Female,Aysun is a girl name in Islam. Moon-like — the one whose face is as beautiful as the full moon.,Turkish,5,Alif · Ya · Sin · Waw · Nun,Moon-like — the one whose face is as beautiful as the full moon,,"Aysun's Alif of origin and Ya of yearning open the path, the Seen of secret holds an inward depth, the Waw of connection binds, and the Nun of knowledge closes the name. The five letters together describe a soul whose hidden longing flows into knowing union.",0,1,0,0,1,786,0,0,,1,1,1,1,0,1,1,0,0
ayyoub,Ayyoub,أَيُّوب,ایوب,Male,Male,Male,Male,Ayyoub is a boy name in Islam. Job.,Arabic,4,Alif · Ya · Waw · Ba,Job.,"From the root ʾ-w-b meaning to return, to come back repeatedly in penitence and in love. Ayyūb (Job) is named in the Qur'an as one who 'turned back well' (awwāb) — patient through devastation, restored by mercy.","In Ayyoub, the Alif of origin opens the name, the doubled Ya of yearning intensifies the inward reach, the Waw of connection binds, and the Ba of foundation grounds him. The letters together describe an enduring soul whose longing is doubled and yet kept steady on its base.",0,0,0,1,0,777,4,0,,1,1,1,1,0,0,0,1,1
ayyub,Ayyub,أَيُّوب,ایوب,Male,Male,Male,Male,"Ayyub is a boy name in Islam. Job — the Prophet of patience, directly Quranic.",Arabic,4,Alif · Ya · Waw · Ba,The prophet Job; the patient one.,non-Arabic origin — From Hebrew Iyyob; in Islamic tradition exemplifies ṣabr…,"Alif anchors in the One who never abandoned him, Ya yearns through long suffering, Waw connects despite loss, Ba builds the foundation of patient faith. Origin, yearning, connection, foundation — the four letters trace the prophet's life: rooted, longing, still in touch, still standing.",0,0,0,2,0,1403,10,0,,1,1,1,1,0,0,0,2,2
ayzal,Ayzal,آیزل,آیزل,Female,Female,Female,Female,Ayzal is a girl name in Islam. Gift from God — rising new Muslim girl name 2026.,Arabic,4,Alif · Ya · Zayn · Lam,Gift from God — rising new Muslim girl name 2026,,"Ayzal's Alif of origin opens the name, the Ya of yearning reaches outward, the Zayn of adornment beautifies the path, and the Lam of joining binds her to what she seeks. The four letters together describe a soul whose longing is itself her adornment.",0,1,0,0,1,725,0,5,,1,1,1,1,0,1,1,0,0
azadeh,Azadeh,آزاده,آزادہ,Female,Female,Female,Female,Azadeh is a girl name in Islam. Free — top Iranian female name of noble freedom.,Persian,5,Alif · Zayn · Alif · Dal · Ha,Free — top Iranian female name of noble freedom,,"Azadeh's Alif of origin opens the name, the Zayn of adornment beautifies, the Alif returns her to source, the Dal of door opens passage, and the Ha of identity seals her selfhood. The letters together describe a soul whose freedom is the doorway of her very identity.",0,1,0,0,0,762,0,8,,1,1,1,1,0,1,1,1,1
azan,Azan,أذان,اذان,Male,Male,Male,Male,Azan is a boy name in Islam. The call to prayer — the most beautiful announcement ever made.,Arabic,4,Alif · Dhal · Alif · Nun,The call to prayer — the most beautiful announcement ever made,"أ-ذ-ن — From the Arabic root a-dh-n, meaning to listen, to hear, to give permission, or to announce. It names the adhan, the public call to prayer.","Azan's Alif of origin opens the voice, the Dhal of remembrance kindles the inward call, the Alif returns to source, and the Nun of knowledge closes the name like an inkwell of summons. The four letters together name a calling rooted in remembrance.",0,0,0,0,1,1065,1,0,,1,1,1,1,0,0,1,0,0
azeem,Azeem,عظيم,عظیم,Male,Male,Male,Male,"Azeem is traditionally a Muslim boy name. The great, the magnificent — one of the divine names.",Arabic,4,Ain · Dha · Ya · Meem,"The great, the magnificent — one of the divine names","ع-ظ-م — From the Arabic root a-z-m, meaning to be great, vast, or magnificent. Al-Azim is one of the divine names denoting the Supreme.","In Azeem, the Ain of perceiving sees inwardly, the Dha (heavy Za) holds an awe-filled gravity, the Ya of yearning reaches upward, and the Meem of love seals the name in mercy. The four letters together describe a greatness perceived, revered, and loved.",0,0,0,0,0,981,0,0,,1,1,1,1,0,0,0,1,1
azeeza,Azeeza,عزيزة,عزیزہ,Female,Female,Female,Female,,Arabic,5,Ain · Zayn · Ya · Zayn · Ta,"Beloved, dear, precious — the feminine of Aziz","ع-ز-ز — From the Arabic root a-z-z, meaning to be strong, mighty, dear, or precious. Al-Aziz is a divine name denoting the Mighty One who is also beloved.","Azeeza's Ain of perceiving sees the inward worth, the doubled Zayn of adornment beautifies her, the Ya of yearning reaches toward the beloved, and the final ة of completion seals her preciousness. The letters together name a soul whose strength is itself her beauty.",0,0,0,0,1,999,0,6,,1,1,1,1,0,0,1,0,0
azhar,Azhar,أزہار,ازہار,Male,Male,Male,Male,"Azhar is a boy name in Islam. More radiant, flowering — feminine name of blooming beauty.",Arabic,5,Alif · Zayn · Ha · Alif · Ra,"Bright, shining, luminous; also al-Azhar (the famous mosque-university).","ز-ه-ر — From the Arabic root z-h-r, meaning to shine, to bloom, to be radiant. It names flowers, blossoms, and bright luminosity.","In Azhar, the Alif of origin opens the bloom, the Zayn of adornment beautifies, the Ha of identity seals selfhood, the Alif returns to source, and the Ra of mercy moves outward. The five letters together describe a luminous self whose radiance flows as mercy.",0,0,0,0,0,791,0,0,,1,1,1,1,0,0,0,2,2
aziz,Aziz,عزيز,عزیز,Male,Male,Male,Male,Aziz is a boy name in Islam. Al-Aziz.,Arabic,4,Ain · Zayn · Ya · Zayn,"Mighty, beloved, precious — al-ʿAzīz is one of God's names.","ع-ز-ز — From ʿ-z-z, might, dearness, rare preciousness — the same root as ʿizza (honour) and the divine name al-ʿAzīz, 'the Mighty, the Beloved' (Q 59:23, used 99 times).","Ain perceives the Mighty One, doubled Zayn adorns the soul with the awe of His might, Ya yearns toward Him. Perception, adornment, yearning — to be ʿazīz is to see God's might, be inwardly adorned by it, and live in longing for Him.",0,0,0,1,0,1243,6,0,,1,1,1,1,0,0,0,1,1
aziza,Aziza,عزيزة,عزیزہ,Female,Female,Female,Female,"Aziza is a girl name in Islam. Mighty, dear — top Central Asian and Arab girls name.",Arabic,5,Ain · Zayn · Ya · Zayn · Ta,"Mighty, dear — top Central Asian and Arab girls name","ع-ز-ز — From the Arabic root a-z-z, meaning to be mighty, dear, or precious. Al-Aziz is a divine name; its feminine form names what is honored and beloved.","Aziza's Ain of perceiving recognizes inward worth, the doubled Zayn of adornment doubles her beauty, the Ya of yearning lifts her, and the final ة of completion seals her dearness. The letters together name strength wedded to grace.",0,0,0,0,0,1292,0,7,,1,1,1,1,0,0,0,1,1
